textPayload,insertId,resource.type,resource.labels.task_name,resource.labels.job_id,resource.labels.project_id,timestamp,severity,logName,receiveTimestamp,jsonPayload.created,jsonPayload.lineno,jsonPayload.message,jsonPayload.levelname,jsonPayload.pathname,"labels.""compute.googleapis.com/zone""","labels.""ml.googleapis.com/job_id/log_area""","labels.""compute.googleapis.com/resource_name""","labels.""ml.googleapis.com/trial_id""","labels.""compute.googleapis.com/resource_id"""
,tyvbhzg12oljtl,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.658390998Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.658391,325,"  Building wheel for wals-ml-engine (setup.py): finished with status 'done'",INFO,/runcloudml.py,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtk,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.640489101Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.640489,61,adding 'wals_ml_engine-0.1.dist-info/RECORD',INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtj,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.640130043Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.64013,61,adding 'wals_ml_engine-0.1.dist-info/METADATA',INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljti,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.639777898Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.639778,61,adding 'wals_ml_engine-0.1.dist-info/WHEEL',INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljth,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.639435052Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.639435,61,adding 'wals_ml_engine-0.1.dist-info/top_level.txt',INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtg,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.638982057Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.638982,61,adding 'wals_ml_engine-0.1.dist-info/metadata.json',INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtf,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.638626098Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.638626,61,adding 'wals_ml_engine-0.1.dist-info/DESCRIPTION.rst',INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljte,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.638175010Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.638175,61,adding 'trainer/model.py',INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtd,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.637196063Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.637196,61,adding 'trainer/wals.py',INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtc,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.636714935Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.636715,61,adding 'trainer/__init__.py',INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtb,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.636198043Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.636198,61,adding 'trainer/task.py',INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljta,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.635693073Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.635693,61,adding 'trainer/util.py',INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljt9,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.634711980Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.634712,34,creating '/tmp/pip-wheel-SBKLy1/wals_ml_engine-0.1-cp27-none-any.whl' and adding '.' to it,INFO,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljt8,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.255016088Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.255016,325,"  Building wheel for wals-ml-engine (setup.py): started",INFO,/runcloudml.py,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljt6,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.253985881Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,1559404913.253986,325,Building wheels for collected packages: wals-ml-engine,INFO,/runcloudml.py,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyu4dwg11i5y52,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:52.417640924Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:53.363117921Z,1559404912.417641,325,Processing ./wals_ml_engine-0.1.tar.gz,INFO,/runcloudml.py,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyu4dwg11i5y51,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:52.278239965Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:53.363117921Z,1559404912.27824,325,"DEPRECATION: Python 2.7 will reach the end of its life on January 1st, 2020. Please upgrade your Python as Python 2.7 won't be maintained after that date. A future version of pip will drop support for Python 2.7.",ERROR,/runcloudml.py,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyu4dwg11i5y50,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:49.893322944Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:53.363117921Z,1559404909.893323,479,Running command: pip install --user --upgrade --force-reinstall --no-deps wals_ml_engine-0.1.tar.gz,INFO,/runcloudml.py,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyu4dwg11i5y4z,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:49.892640113Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:53.363117921Z,1559404909.89264,526,Installing the package: gs://recommendation-try/jobs/wals_ml_tune_20190530_044150/packages/fb4972a823fb9dbeeaad193f0e9ae578b4eeeb15749eba13a0fd0f4ce7e3edb7/wals_ml_engine-0.1.tar.gz,INFO,/runcloudml.py,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyu4dwg11i5y4y,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:48.844463109Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:53.363117921Z,1559404908.844463,479,Running command: gsutil -q cp gs://recommendation-try/jobs/wals_ml_tune_20190530_044150/packages/fb4972a823fb9dbeeaad193f0e9ae578b4eeeb15749eba13a0fd0f4ce7e3edb7/wals_ml_engine-0.1.tar.gz wals_ml_engine-0.1.tar.gz,INFO,/runcloudml.py,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyu4dwg11i5y4x,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:48.844188928Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:53.363117921Z,1559404908.844189,510,Downloading the package: gs://recommendation-try/jobs/wals_ml_tune_20190530_044150/packages/fb4972a823fb9dbeeaad193f0e9ae578b4eeeb15749eba13a0fd0f4ce7e3edb7/wals_ml_engine-0.1.tar.gz,INFO,/runcloudml.py,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyu4dwg11i5y4w,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:48.843431949Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:53.363117921Z,1559404908.843432,572,Running module trainer.task.,INFO,/runcloudml.py,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,chucmtfw8nuuc,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:17.435385942Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:45.002020819Z,1559404877.435386,966,"Running task with arguments: --cluster={""master"": [""127.0.0.1:2222""]} --task={""type"": ""master"", ""index"": 0, ""trial"": ""500""} --job={  ""scale_tier"": ""CUSTOM"",  ""master_type"": ""standard_gpu"",  ""package_uris"": [""gs://recommendation-try/jobs/wals_ml_tune_20190530_044150/packages/fb4972a823fb9dbeeaad193f0e9ae578b4eeeb15749eba13a0fd0f4ce7e3edb7/wals_ml_engine-0.1.tar.gz""],  ""python_module"": ""trainer.task"",  ""args"": [""--hypertune"", ""--gcs-bucket"", ""gs://recommendation-try"", ""--train-file"", ""data/u.data"", ""--verbose-logging""],  ""hyperparameters"": {    ""goal"": ""MINIMIZE"",    ""params"": [{      ""parameter_name"": ""regularization"",      ""min_value"": 0.001,      ""max_value"": 10.0,      ""type"": ""DOUBLE"",      ""scale_type"": ""UNIT_REVERSE_LOG_SCALE""    }, {      ""parameter_name"": ""latent_factors"",      ""min_value"": 5.0,      ""max_value"": 50.0,      ""type"": ""INTEGER"",      ""scale_type"": ""UNIT_REVERSE_LOG_SCALE""    }, {      ""parameter_name"": ""unobs_weight"",      ""min_value"": 0.001,      ""max_value"": 5.0,      ""type"": ""DOUBLE"",      ""scale_type"": ""UNIT_REVERSE_LOG_SCALE""    }, {      ""parameter_name"": ""feature_wt_factor"",      ""min_value"": 1.0,      ""max_value"": 200.0,      ""type"": ""DOUBLE"",      ""scale_type"": ""UNIT_LOG_SCALE""    }],    ""max_trials"": 500,    ""max_parallel_trials"": 1  },  ""region"": ""us-east1"",  ""job_dir"": ""gs://recommendation-try/jobs/wals_ml_tune_20190530_044150"",  ""run_on_raw_vm"": true} --hyperparams={""feature_wt_factor"":""180.7071667157112"",""latent_factors"":""50"",""regularization"":""6.7885674000485032"",""unobs_weight"":""4.999754482479231""}",INFO,/runcloudml.py,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
Waiting for training program to start.,ivrrl9bys,ml_job,service,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:59:28.691149203Z,INFO,projects/my-tf-2019/logs/ml.googleapis.com%2Fwals_ml_tune_20190530_044150,2019-06-01T15:59:29.996820613Z,,,,,,,,,,
Waiting for job to be provisioned.,ivrrl9byr,ml_job,service,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:59:26.824112049Z,INFO,projects/my-tf-2019/logs/ml.googleapis.com%2Fwals_ml_tune_20190530_044150,2019-06-01T15:59:27.994087599Z,,,,,,,,,,
Job completed successfully.,1kcbi3ebz8,ml_job,service,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:58:09.469683936Z,INFO,projects/my-tf-2019/logs/ml.googleapis.com%2Fwals_ml_tune_20190530_044150,2019-06-01T15:58:10.029570002Z,,,,,,,,,,
,tz6dxify40jvd,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:55:02.457123994Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T15:55:07.002457134Z,1559404502.457124,959,Task completed successfully.,INFO,/runcloudml.py,us-east1-c,root,cmle-training-839322900676537513,499,5319322508726313427
,tz6dxify40jvc,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:55:02.456442117Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T15:55:07.002457134Z,1559404502.456442,957,Clean up finished.,INFO,/runcloudml.py,us-east1-c,root,cmle-training-839322900676537513,499,5319322508726313427
,tz6dxify40jvb,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:55:02.455992937Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T15:55:07.002457134Z,1559404502.455993,954,Module completed; cleaning up.,INFO,/runcloudml.py,us-east1-c,root,cmle-training-839322900676537513,499,5319322508726313427
,tz6dxify40jva,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:55:01.839584112Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T15:55:07.002457134Z,1559404501.839584,48,test RMSE = 1.02,INFO,/root/.local/lib/python2.7/site-packages/trainer/task.py,us-east1-c,tensorflow,cmle-training-839322900676537513,499,5319322508726313427
,tz6dxify40jv9,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:55:01.839196920Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T15:55:07.002457134Z,1559404501.839197,47,train RMSE = 0.48,INFO,/root/.local/lib/python2.7/site-packages/trainer/task.py,us-east1-c,tensorflow,cmle-training-839322900676537513,499,5319322508726313427
,13ofi01g12jpl2i,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:55:00.861277103Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T15:55:01.860980038Z,1559404500.861277,614,Attempting refresh to obtain initial access_token,INFO,/usr/local/lib/python2.7/dist-packages/oauth2client/client.py,us-east1-c,oauth2client.client,cmle-training-839322900676537513,499,5319322508726313427
,13ofi01g12jpl2h,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:54:59.463186979Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T15:55:01.860980038Z,1559404499.463187,628,"<Command u'/tools/google-cloud-sdk/bin/gsutil cp -r /tmp/499/* gs://recommendation-try/jobs/wals_ml_tune_20190530_044150/499/499/model', pid 603>: process completed",INFO,/root/.local/lib/python2.7/site-packages/sh.py,us-east1-c,sh.command,cmle-training-839322900676537513,499,5319322508726313427
,13ofi01g12jpl2g,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:54:56.692308902Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T15:55:01.860980038Z,1559404496.692309,628,"<Command u'/tools/google-cloud-sdk/bin/gsutil cp -r /tmp/499/* gs://recommendation-try/jobs/wals_ml_tune_20190530_044150/499/499/model', pid 603>: process started",INFO,/root/.local/lib/python2.7/site-packages/sh.py,us-east1-c,sh.command,cmle-training-839322900676537513,499,5319322508726313427
,13ofi01g12jpl2f,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:54:56.678813934Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T15:55:01.860980038Z,1559404496.678814,628,<Command u'/tools/google-cloud-sdk/bin/gsutil cp -r /tmp/499/* gs://recommendation-try/jobs/wals_ml_tune_20190530_044150/499/499/model'>: starting process,INFO,/root/.local/lib/python2.7/site-packages/sh.py,us-east1-c,sh.command,cmle-training-839322900676537513,499,5319322508726313427
,13ofi01g12jpl2e,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T15:54:56.669156074Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T15:55:01.860980038Z,1559404496.669156,282,Train Finish: 2019-06-01 15:54:56,INFO,/root/.local/lib/python2.7/site-packages/trainer/model.py,us-east1-c,tensorflow,cmle-training-839322900676537513,499,5319322508726313427
